id,name,age,city,salary
85545,Bob,29,New York,48896
85546,Charlie,25,Los Angeles,35487
85547,Bob,30,Chicago,35710
85548,Charlie,33,New York,71288
85549,David,23,Houston,33931
85550,Charlie,52,New York,40061
85551,David,39,Chicago,54074
85552,Alice,21,Houston,89464
85553,Alice,57,Chicago,73509
85554,Alice,26,Chicago,36904
85555,David,30,Houston,97816
85556,Bob,45,Los Angeles,97373
85557,Bob,54,Los Angeles,55711
85558,Alice,36,Chicago,60087
85559,Bob,52,New York,86003
85560,David,29,Chicago,95617
85561,Alice,28,Houston,60521
85562,Alice,57,Houston,67896
85563,Alice,23,New York,66901
85564,Alice,28,Chicago,45206
85565,Bob,59,New York,73528
85566,Bob,22,Chicago,35884
85567,Alice,27,Los Angeles,95285
85568,David,46,New York,76660
85569,Alice,43,Los Angeles,96047
85570,Bob,51,New York,38772
85571,David,28,Houston,72007
85572,Bob,37,New York,82813
85573,Charlie,33,New York,69522
85574,David,34,Los Angeles,50559
85575,Charlie,33,Chicago,97931
85576,Alice,33,New York,88012
85577,Bob,41,Chicago,65403
85578,David,33,New York,89489
85579,Bob,22,Houston,45941
85580,Charlie,47,Chicago,30053
85581,Charlie,48,Chicago,66569
85582,Bob,21,Los Angeles,85954
85583,David,43,Houston,87184
85584,David,47,Houston,60864
85585,Bob,51,Houston,54087
85586,Bob,27,Los Angeles,63168
85587,Alice,35,Chicago,88268
85588,Alice,20,Houston,79658
85589,Alice,38,Los Angeles,33181
85590,Charlie,20,New York,38250
85591,Alice,39,New York,74644
85592,Alice,37,Chicago,40080
85593,Bob,50,New York,50189
85594,David,30,New York,86031
85595,David,35,Los Angeles,41049
85596,Alice,54,Los Angeles,42546
85597,Bob,52,Houston,48248
85598,David,42,Houston,71495
85599,Alice,59,New York,99205
85600,David,43,Chicago,90662
85601,David,46,Houston,90447
85602,Alice,36,Houston,78459
85603,Charlie,35,Chicago,72377
85604,Bob,58,Chicago,45157
85605,David,53,New York,37877
85606,Alice,38,New York,92420
85607,Bob,21,Chicago,75492
85608,Charlie,42,Chicago,60894
85609,Charlie,45,Los Angeles,38024
85610,Bob,59,New York,75112
85611,Alice,42,Houston,59848
85612,Alice,24,New York,96404
85613,Bob,49,New York,65964
85614,Alice,50,Houston,32278
85615,Bob,34,New York,88783
85616,Bob,44,Los Angeles,44714
85617,David,37,New York,89416
85618,Bob,35,New York,51437
85619,David,37,Houston,40811
85620,David,28,New York,95008
85621,Bob,59,Chicago,72028
85622,Alice,55,Chicago,90379
85623,Charlie,23,Houston,89798
85624,Charlie,20,Los Angeles,93594
85625,David,27,Chicago,62903
85626,Charlie,27,New York,77067
85627,David,47,Houston,79165
85628,David,31,Chicago,47176
85629,Charlie,28,Los Angeles,64189
85630,Bob,31,Chicago,34643
85631,Alice,54,Houston,92305
85632,Bob,55,Los Angeles,46933
85633,Charlie,35,Los Angeles,93848
85634,Bob,32,New York,85236
85635,Charlie,25,Houston,44468
85636,David,38,Houston,97379
85637,Charlie,22,Los Angeles,46103
85638,David,52,Los Angeles,37830
85639,David,59,Houston,61829
85640,Alice,57,Chicago,42641
85641,Alice,51,Chicago,96156
85642,Alice,29,Los Angeles,92014
85643,Charlie,32,Houston,90806
85644,Charlie,36,Chicago,33931
85645,Bob,38,Chicago,57517
85646,Bob,52,Chicago,67419
85647,Alice,59,Chicago,80562
85648,Bob,35,Chicago,79821
85649,Bob,43,Chicago,58863
85650,David,48,Houston,30497
85651,Alice,49,Houston,31221
85652,Bob,44,Los Angeles,68561
85653,Charlie,27,New York,68483
85654,Bob,58,Houston,48654
85655,Alice,53,New York,98087
85656,Alice,47,Chicago,45361
85657,Bob,37,New York,57768
85658,Charlie,39,Los Angeles,83120
85659,Alice,36,Chicago,76881
85660,Alice,38,Los Angeles,41440
85661,Bob,53,New York,53881
85662,Alice,23,Los Angeles,77035
85663,David,42,Houston,67453
85664,Alice,46,Houston,90846
85665,Bob,32,Los Angeles,58531
85666,David,29,Chicago,60260
85667,Alice,29,New York,87615
85668,David,24,Los Angeles,74932
85669,Alice,49,New York,68020
85670,Charlie,52,Los Angeles,55742
85671,David,43,New York,51681
85672,Bob,28,Chicago,97242
85673,Bob,59,Houston,44592
85674,Bob,41,New York,39156
85675,Alice,23,Los Angeles,62628
85676,Charlie,34,Houston,68186
85677,David,56,Los Angeles,90420
85678,Bob,46,Houston,88015
85679,David,40,Houston,66993
85680,Alice,33,New York,54484
85681,David,51,New York,51091
85682,Charlie,29,Chicago,57338
85683,Alice,26,Chicago,73767
85684,Bob,46,New York,61187
85685,David,59,Los Angeles,95813
85686,David,54,Chicago,88209
85687,Alice,57,New York,86294
85688,Bob,24,Houston,84927
85689,Bob,23,Los Angeles,79418
85690,Bob,43,Los Angeles,67153
85691,Bob,29,Chicago,48199
85692,Charlie,32,Houston,95021
85693,David,36,Houston,87662
85694,Charlie,58,Chicago,40480
85695,Charlie,43,Houston,90047
85696,Alice,27,Los Angeles,99399
85697,David,47,Los Angeles,85814
85698,David,44,Chicago,92787
85699,Bob,23,New York,49418
85700,Charlie,41,New York,67034
85701,Charlie,51,Houston,35151
85702,Alice,26,Chicago,81421
85703,Alice,30,Chicago,79082
85704,David,21,Los Angeles,64671
85705,Alice,27,Los Angeles,84737
85706,David,40,Los Angeles,56227
85707,Alice,27,Chicago,93498
85708,David,39,Los Angeles,44471
85709,David,46,Los Angeles,76769
85710,Charlie,53,Los Angeles,40697
85711,Charlie,48,New York,85880
85712,Alice,37,Los Angeles,89135
85713,Charlie,21,New York,81559
85714,Charlie,28,New York,99199
85715,Alice,21,Los Angeles,91281
85716,Bob,27,New York,45706
85717,David,22,Los Angeles,93444
85718,Alice,54,Los Angeles,68581
85719,Charlie,29,New York,80522
85720,Bob,20,Los Angeles,54994
85721,Bob,47,Los Angeles,47546
85722,David,27,Chicago,64547
85723,Alice,48,Houston,93907
85724,David,51,New York,43266
85725,Bob,47,Chicago,30373
85726,David,37,Chicago,43561
85727,Bob,23,Los Angeles,62689
85728,Charlie,47,Los Angeles,38973
85729,David,20,Los Angeles,79458
85730,Bob,22,Los Angeles,95167
85731,Charlie,54,Houston,62463
85732,Charlie,53,Los Angeles,34078
85733,Charlie,59,Chicago,89552
85734,Bob,34,Chicago,55836
85735,Charlie,50,Houston,67570
85736,David,54,Houston,63999
85737,Alice,22,New York,88666
85738,Alice,48,Chicago,50767
85739,Bob,49,New York,40844
85740,David,20,Houston,53651
85741,Alice,52,Los Angeles,62124
85742,Charlie,48,Chicago,39334
85743,David,44,Houston,31222
85744,Bob,59,Chicago,49162
85745,David,32,New York,82676
85746,Charlie,20,Los Angeles,77090
85747,Charlie,52,New York,93032
85748,David,23,Chicago,46548
85749,David,54,Los Angeles,34291
85750,Alice,36,Houston,50567
85751,Charlie,24,Los Angeles,45325
85752,Bob,52,Los Angeles,43437
85753,David,50,Chicago,80256
85754,Bob,46,New York,85694
85755,Bob,52,Los Angeles,36390
85756,Bob,32,Chicago,95624
85757,David,25,New York,64434
85758,Alice,49,Los Angeles,85426
85759,Alice,44,Los Angeles,84711
85760,David,20,New York,73874
85761,David,56,Chicago,50922
85762,Charlie,47,Los Angeles,87223
85763,Charlie,23,New York,92822
85764,Alice,30,New York,38001
85765,Bob,20,Houston,31567
85766,Charlie,46,New York,87108
85767,David,36,Los Angeles,63015
85768,Bob,29,New York,39528
85769,David,40,New York,76772
85770,Bob,29,Los Angeles,60288
85771,Alice,35,Chicago,44809
85772,David,40,Houston,38262
85773,David,22,Chicago,68585
85774,David,22,Houston,32336
85775,David,24,New York,40770
85776,Alice,39,Chicago,54121
85777,David,51,Houston,35545
85778,Bob,24,Chicago,65610
85779,Bob,34,New York,30121
85780,Bob,38,Los Angeles,34032
85781,Bob,58,Chicago,64769
85782,Alice,33,Chicago,71428
85783,Alice,31,Houston,83809
85784,Charlie,35,New York,42392
85785,David,42,Houston,72525
85786,Charlie,30,Houston,93905
85787,Alice,51,Houston,61268
85788,Bob,54,New York,92472
85789,Charlie,48,Los Angeles,86006
85790,Charlie,30,Los Angeles,42213
85791,Alice,26,Los Angeles,53643
85792,David,49,Houston,99630
85793,Bob,30,New York,68663
85794,Bob,22,New York,49857
85795,Charlie,35,New York,92956
85796,Alice,48,Los Angeles,61053
85797,Alice,45,Chicago,73780
85798,Charlie,23,New York,49933
85799,Charlie,56,Chicago,70076
85800,Bob,38,Chicago,66024
85801,Charlie,45,Houston,61808
85802,Charlie,35,Houston,32158
85803,Alice,51,Houston,48682
85804,Alice,48,Chicago,59555
85805,David,55,Houston,88390
85806,Alice,50,Houston,74099
85807,Bob,48,Los Angeles,32081
85808,Charlie,52,Houston,95675
85809,Bob,54,New York,49553
85810,David,32,Los Angeles,67710
85811,Bob,56,Los Angeles,50294
85812,David,58,Chicago,69701
85813,David,29,Houston,34108
85814,Alice,29,Chicago,70995
85815,Bob,24,Chicago,64558
85816,Charlie,49,Chicago,63753
85817,Alice,26,Los Angeles,61617
85818,Alice,50,New York,36957
85819,Alice,29,Los Angeles,30491
85820,Charlie,56,New York,33685
85821,David,49,Los Angeles,98609
85822,Bob,57,New York,98050
85823,David,20,New York,31483
85824,Bob,54,Chicago,72593
85825,Alice,32,Houston,42562
85826,Bob,44,Los Angeles,55145
85827,David,30,Los Angeles,70616
85828,Bob,22,Los Angeles,94651
85829,Alice,44,Houston,90833
85830,Alice,55,Houston,95974
85831,David,20,Chicago,65559
85832,David,24,Los Angeles,35442
85833,David,28,Houston,98654
85834,Alice,30,Los Angeles,39728
85835,Charlie,55,New York,49467
85836,Bob,40,Los Angeles,49325
85837,Charlie,49,New York,69152
85838,Alice,23,Chicago,44608
85839,Bob,23,Chicago,69212
85840,Alice,38,New York,40036
85841,Alice,22,Chicago,81357
85842,David,22,New York,34727
85843,Bob,21,Los Angeles,37472
85844,David,58,Los Angeles,30364
85845,David,35,Los Angeles,45662
85846,Alice,42,Houston,95993
85847,Charlie,50,Houston,34613
85848,Charlie,35,New York,63811
85849,Alice,29,Houston,62639
85850,Charlie,22,Los Angeles,80179
85851,Charlie,46,Los Angeles,48096
85852,Charlie,57,Houston,40074
85853,Bob,53,Los Angeles,70977
85854,Alice,26,Chicago,99372
85855,Charlie,51,Chicago,76426
85856,Bob,34,Los Angeles,93916
85857,Bob,25,Chicago,68647
85858,David,35,Houston,70567
85859,Bob,25,Chicago,40312
85860,David,22,Houston,84117
85861,Charlie,22,Chicago,69587
85862,Bob,31,New York,85886
85863,David,53,Houston,65145
85864,Bob,21,Houston,41015
85865,Charlie,27,New York,75214
85866,Charlie,47,New York,61455
85867,Bob,50,Los Angeles,94252
85868,David,30,Los Angeles,90468
85869,David,33,Houston,87914
85870,Alice,36,New York,64432
85871,Charlie,20,Houston,90980
85872,Bob,46,Houston,65030
85873,Bob,44,New York,72601
85874,Alice,41,Los Angeles,71101
85875,Bob,21,New York,79020
85876,David,54,Los Angeles,99523
85877,Alice,50,Los Angeles,38557
85878,David,59,Houston,96708
85879,Charlie,40,Houston,77513
85880,David,36,Los Angeles,63517
85881,Bob,27,New York,34189
85882,Alice,55,Los Angeles,93928
85883,Alice,27,Houston,79234
85884,Alice,34,Houston,99633
85885,David,34,Los Angeles,82890
85886,Alice,46,Los Angeles,74280
85887,David,47,New York,98327
85888,David,48,Chicago,62489
85889,Bob,41,New York,84290
85890,Alice,56,Houston,48647
85891,David,29,Chicago,79566
85892,David,23,New York,87235
85893,David,47,Houston,43441
85894,Charlie,24,Chicago,74425
85895,Alice,20,Los Angeles,75230
85896,Bob,50,Chicago,56836
85897,David,44,New York,89175
85898,Alice,32,Los Angeles,99317
85899,Alice,38,Chicago,92488
85900,David,58,Los Angeles,46639
85901,Alice,56,Houston,85940
85902,David,57,Houston,45540
85903,Charlie,56,Houston,58066
85904,Bob,36,Chicago,78650
85905,Bob,40,Los Angeles,47182
85906,Charlie,43,Chicago,58159
85907,Charlie,30,Houston,83740
85908,David,55,Chicago,37979
85909,Alice,43,New York,34001
85910,Alice,38,New York,32414
85911,Charlie,51,New York,90848
85912,Alice,39,Chicago,39632
85913,Alice,33,Houston,90252
85914,Charlie,30,Houston,94957
85915,Bob,39,Chicago,44954
85916,David,23,Los Angeles,61584
85917,Charlie,29,Los Angeles,53830
85918,David,39,Chicago,43209
85919,Charlie,38,Houston,60147
85920,Charlie,50,New York,40260
85921,Charlie,24,New York,55776
85922,Charlie,25,Los Angeles,73127
85923,Bob,44,Houston,75894
85924,David,40,Chicago,69741
85925,David,48,New York,36556
85926,Bob,49,Los Angeles,80388
85927,Alice,54,Houston,56113
85928,David,44,Houston,40972
85929,Charlie,55,Los Angeles,48581
85930,Alice,46,Houston,63245
85931,David,42,Chicago,62558
85932,David,54,Chicago,68958
85933,Alice,28,Los Angeles,52440
85934,Bob,31,New York,66265
85935,Bob,37,Chicago,93573
85936,Charlie,28,Houston,38436
85937,Bob,46,Houston,65150
85938,David,32,Chicago,45998
85939,Alice,46,Los Angeles,44193
85940,Charlie,38,Houston,80568
85941,Bob,22,Houston,38733
85942,Alice,29,New York,66313
85943,David,25,Los Angeles,86989
85944,Alice,22,Chicago,67090
85945,Alice,47,Houston,67306
85946,Alice,57,Chicago,48896
85947,Alice,20,Houston,58863
85948,Bob,56,Los Angeles,87065
85949,Bob,24,Chicago,91194
85950,Bob,40,Houston,69267
85951,Charlie,25,Houston,31730
85952,David,56,Houston,95266
85953,Charlie,32,Los Angeles,80598
85954,Bob,25,Chicago,84572
85955,Alice,39,Houston,44505
85956,Charlie,31,Houston,73886
85957,Charlie,46,New York,33241
85958,Bob,56,Houston,34276
85959,Charlie,27,Chicago,39061
85960,Alice,21,Chicago,39598
85961,David,40,Houston,61003
85962,Alice,30,Houston,90271
85963,Charlie,47,Houston,53699
85964,Charlie,28,Chicago,76220
85965,Charlie,29,Chicago,74338
85966,Bob,26,Chicago,75521
85967,David,44,Los Angeles,30439
85968,Bob,57,Los Angeles,80290
85969,Alice,54,Chicago,56275
85970,Charlie,29,Houston,71442
85971,Bob,49,Houston,85978
85972,Charlie,42,Los Angeles,38064
85973,Charlie,29,Los Angeles,70497
85974,Charlie,34,Chicago,91396
85975,Charlie,34,Chicago,99849
85976,David,36,New York,53325
85977,Bob,26,New York,38545
85978,Charlie,49,Houston,57332
85979,David,38,New York,62443
85980,Alice,59,Los Angeles,95065
85981,Bob,53,Houston,42643
85982,Charlie,41,New York,37466
85983,Charlie,37,Los Angeles,64628
85984,Alice,39,New York,98705
85985,David,38,Houston,95487
85986,Charlie,21,Chicago,61963
85987,Bob,47,Chicago,67134
85988,Charlie,38,Houston,33610
85989,David,30,Chicago,56838
85990,Charlie,33,Houston,77454
85991,Bob,33,New York,70428
85992,Alice,53,Chicago,38794
85993,Alice,49,Houston,75273
85994,David,37,Chicago,67770
85995,Bob,28,Los Angeles,91289
85996,Charlie,28,Los Angeles,92771
85997,David,56,New York,80843
85998,Bob,59,Houston,58774
85999,Charlie,59,New York,42755
86000,Charlie,39,Chicago,71561
86001,Alice,36,Houston,61570
86002,David,49,Chicago,95267
86003,Alice,50,New York,34745
86004,David,28,New York,84694
86005,Alice,52,Houston,68660
86006,Bob,57,New York,59739
86007,Bob,53,Los Angeles,37630
86008,Charlie,37,Houston,30869
86009,David,22,Chicago,63750
86010,Alice,37,Chicago,39945
86011,David,21,Houston,43875
86012,Bob,27,New York,37380
86013,Bob,33,Houston,68143
86014,David,40,New York,99712
86015,Bob,21,Los Angeles,82147
86016,Alice,26,New York,65751
86017,Charlie,33,New York,49821
86018,Bob,21,Los Angeles,62409
86019,Bob,30,Houston,54485
86020,Charlie,36,Los Angeles,92777
86021,David,46,Houston,97275
86022,Bob,47,Los Angeles,52003
86023,David,51,Chicago,84339
86024,Alice,45,Los Angeles,41485
86025,David,46,Los Angeles,74211
86026,Charlie,56,Los Angeles,38978
86027,Charlie,32,Los Angeles,67142
86028,David,33,New York,30386
86029,David,57,New York,82307
86030,Charlie,20,Chicago,66430
86031,Alice,57,New York,78907
86032,Alice,28,Los Angeles,91394
86033,Bob,53,New York,34463
86034,Alice,31,Houston,79776
86035,Charlie,59,Chicago,98466
86036,David,47,New York,99932
86037,Bob,46,Los Angeles,77677
86038,Charlie,41,Houston,78496
86039,David,33,Los Angeles,85396
86040,Charlie,52,Chicago,32271
86041,Bob,34,New York,50620
86042,Charlie,52,Chicago,43712
86043,Charlie,49,Houston,49842
86044,Alice,59,Los Angeles,39062
86045,Alice,42,Houston,78775
86046,Bob,39,Houston,39367
86047,Alice,54,New York,35551
86048,Alice,32,Chicago,53583
86049,Alice,41,Chicago,71140
86050,Alice,37,Los Angeles,46468
86051,Charlie,29,Los Angeles,32351
86052,Charlie,31,New York,92194
86053,Bob,26,New York,89632
86054,Charlie,28,Chicago,61657
86055,David,24,Houston,31786
86056,Charlie,35,Houston,74753
86057,Alice,38,Los Angeles,98715
86058,Charlie,55,Chicago,35134
86059,Charlie,53,New York,86926
86060,David,50,Chicago,48902
86061,Bob,44,New York,58042
86062,Bob,34,Houston,35090
86063,Bob,50,New York,83692
86064,Charlie,32,New York,99006
86065,Alice,22,Chicago,59621
86066,Alice,39,Los Angeles,33323
86067,Alice,45,Chicago,95457
86068,Bob,34,New York,89770
86069,Charlie,52,New York,92104
86070,David,39,Los Angeles,40957
86071,Alice,41,Los Angeles,71300
86072,Bob,39,Houston,85052
86073,Charlie,24,Chicago,71613
86074,Alice,51,New York,39756
86075,Alice,21,Los Angeles,59485
86076,Alice,44,Houston,81652
86077,David,48,Houston,94201
86078,David,45,New York,93431
86079,Charlie,44,Houston,38687
86080,Bob,35,Los Angeles,74569
86081,David,58,Chicago,91298
86082,Bob,43,New York,35976
86083,Charlie,40,Houston,71801
86084,Alice,34,Chicago,42125
86085,Alice,29,Los Angeles,65576
86086,Charlie,52,Chicago,78333
86087,Charlie,26,Los Angeles,69823
86088,Charlie,46,Houston,35760
86089,Bob,30,Chicago,60692
86090,Bob,31,New York,89050
86091,Bob,30,Los Angeles,41248
86092,Bob,22,Chicago,75514
86093,Bob,42,Los Angeles,62753
86094,Alice,28,Chicago,49045
86095,Charlie,23,Chicago,73453
86096,David,40,Los Angeles,58051
86097,David,39,New York,78640
86098,Alice,56,Chicago,45869
86099,David,47,Houston,99634
86100,David,50,New York,63564
86101,Alice,36,Chicago,93937
86102,Charlie,54,New York,88494
86103,Bob,55,Los Angeles,38676
86104,David,39,Houston,89758
86105,Bob,58,Chicago,90806
86106,Bob,23,Chicago,37968
86107,Bob,34,New York,87611
86108,Bob,25,Los Angeles,80549
86109,Alice,59,Chicago,68734
86110,David,24,Chicago,91230
86111,David,53,Chicago,67008
86112,Charlie,43,Los Angeles,65238
86113,Alice,59,Houston,51843
86114,David,38,Houston,90450
86115,David,20,New York,56575
86116,Alice,47,New York,80285
86117,Bob,42,New York,57011
86118,David,50,Los Angeles,51725
86119,Bob,21,Chicago,64850
86120,Bob,25,Los Angeles,65145
86121,Alice,24,Los Angeles,55248
86122,David,30,Los Angeles,77919
86123,Bob,36,New York,74159
86124,Alice,56,Houston,59855
86125,Bob,45,Chicago,76787
86126,Bob,21,Chicago,44671
86127,Charlie,44,Houston,91959
86128,David,43,Chicago,88450
86129,David,45,New York,72100
86130,Alice,32,Houston,68653
86131,Bob,32,New York,73138
86132,David,47,Houston,99312
86133,Bob,31,Los Angeles,58434
86134,Bob,34,Los Angeles,85736
86135,Alice,28,Chicago,36937
86136,Bob,22,New York,67963
86137,Alice,30,Houston,71967
86138,Alice,46,Los Angeles,88019
86139,Bob,39,Los Angeles,47122
86140,Bob,52,Los Angeles,82950
86141,Alice,35,Los Angeles,76167
86142,Alice,40,Houston,82694
86143,Charlie,31,Houston,60161
86144,Alice,40,New York,76249
86145,David,36,New York,41204
86146,Alice,20,Houston,60003
86147,David,59,Chicago,97116
86148,Charlie,44,New York,83407
86149,Bob,49,Chicago,59649
86150,David,57,Los Angeles,31902
86151,Bob,37,Los Angeles,85014
86152,David,34,Los Angeles,55623
86153,Alice,51,New York,68159
86154,Bob,46,Houston,47978
86155,David,48,Los Angeles,54743
86156,David,50,Houston,30176
86157,Charlie,48,Houston,77015
86158,Bob,33,Chicago,72552
86159,Charlie,46,Los Angeles,71154
86160,Alice,46,New York,64898
86161,Bob,28,Chicago,92578
86162,Alice,26,New York,76185
86163,David,43,Houston,43667
86164,Alice,46,Chicago,40197
86165,David,52,New York,86887
86166,Alice,48,Los Angeles,99464
86167,Charlie,57,Chicago,88323
86168,Bob,33,Los Angeles,62034
86169,David,53,Houston,94843
86170,Alice,22,Chicago,79033
86171,Charlie,47,Houston,50754
86172,Alice,21,New York,63037
86173,Alice,32,Chicago,47293
86174,Charlie,20,Los Angeles,78642
86175,David,58,New York,51416
86176,Charlie,59,New York,73239
86177,David,36,New York,75062
86178,Bob,32,New York,73355
86179,Charlie,51,New York,69118
86180,Alice,51,Houston,38494
86181,Charlie,30,Los Angeles,91875
86182,Bob,48,Chicago,40496
86183,David,20,Chicago,44764
86184,Bob,56,New York,44603
86185,Alice,58,Houston,35901
86186,Alice,26,New York,60688
86187,Charlie,52,Chicago,93304
86188,David,31,Los Angeles,34441
86189,David,35,New York,86092
86190,Charlie,21,Houston,61917
86191,Charlie,55,New York,54773
86192,Alice,44,Los Angeles,72724
86193,Charlie,58,Los Angeles,62909
86194,Alice,48,New York,69549
86195,Alice,24,New York,96436
86196,Alice,23,Los Angeles,53162
86197,David,43,Houston,70328
86198,Alice,51,Los Angeles,81960
86199,Alice,31,New York,58138
86200,Alice,22,Chicago,88386
86201,Alice,34,Los Angeles,59937
86202,David,40,Chicago,37604
86203,Bob,37,New York,88322
86204,David,21,Houston,85025
86205,David,30,Los Angeles,49838
86206,David,50,New York,41525
86207,Bob,41,Chicago,73734
86208,Charlie,57,New York,71484
86209,David,36,New York,36112
86210,Alice,48,Los Angeles,66565
86211,Alice,48,New York,73636
86212,Alice,44,Houston,64139
86213,Bob,44,Houston,56218
86214,Alice,58,New York,43558
86215,Alice,37,Chicago,68796
86216,Charlie,37,Chicago,65006
86217,Bob,20,Houston,76581
86218,Alice,54,New York,59513
86219,Charlie,50,New York,71140
86220,Alice,42,Houston,98774
86221,Bob,49,New York,87425
86222,Bob,54,Chicago,52310
86223,Alice,33,New York,90549
86224,David,33,Houston,83165
86225,Charlie,46,Los Angeles,51093
86226,Charlie,22,Los Angeles,56131
86227,Charlie,34,Chicago,49812
86228,Bob,56,Houston,76345
86229,Bob,57,Los Angeles,42479
86230,Bob,59,New York,53075
86231,Charlie,42,Los Angeles,54554
86232,Bob,20,New York,74562
86233,David,22,Los Angeles,31584
86234,Bob,33,Houston,96048
86235,Bob,37,New York,35915
86236,Alice,42,Chicago,90408
86237,David,43,Chicago,72298
86238,Bob,54,Chicago,55312
86239,Bob,38,Los Angeles,83402
86240,Alice,29,Los Angeles,38981
86241,Charlie,59,Los Angeles,64252
86242,Alice,36,Los Angeles,62785
86243,Bob,52,Los Angeles,44266
86244,David,36,Houston,45696
86245,Alice,58,Houston,90068
86246,Bob,47,Chicago,75285
86247,Charlie,39,Houston,74449
86248,Alice,40,Houston,56072
86249,David,50,Chicago,66817
86250,Alice,29,New York,99935
86251,Alice,32,New York,52884
86252,David,34,Los Angeles,75681
86253,David,27,New York,89373
86254,David,35,New York,78069
86255,Charlie,50,Los Angeles,31446
86256,Bob,43,New York,74489
86257,Charlie,34,New York,52097
86258,Alice,30,Los Angeles,47438
86259,Charlie,45,New York,31001
86260,Alice,56,Los Angeles,95809
86261,Bob,49,New York,63069
86262,Charlie,53,New York,55122
86263,David,34,Los Angeles,85125
86264,David,40,New York,53037
86265,Alice,34,New York,59045
86266,Charlie,48,New York,74655
86267,Alice,22,Houston,93034
86268,Alice,22,Chicago,50347
86269,David,44,Houston,69669
86270,Alice,32,Houston,38539
86271,Charlie,39,Los Angeles,46667
86272,Bob,48,Los Angeles,46197
86273,Bob,30,Chicago,52591
86274,Alice,24,Los Angeles,98509
86275,Charlie,57,Chicago,53372
86276,Alice,28,New York,89038
86277,Charlie,59,Houston,54379
86278,Charlie,39,Los Angeles,89138
86279,Charlie,52,New York,84993
86280,Bob,29,Chicago,44061
86281,David,40,Chicago,70366
86282,Charlie,24,Chicago,81473
86283,Bob,57,New York,37234
86284,Charlie,40,Los Angeles,90449
86285,Alice,50,Los Angeles,35479
86286,Bob,47,Houston,43141
86287,David,48,Houston,78330
86288,Charlie,54,Houston,92607
86289,Alice,54,Houston,32016
86290,Alice,25,Los Angeles,45133
86291,Alice,27,Los Angeles,75962
86292,Alice,51,Chicago,99369
86293,Charlie,21,Houston,51784
86294,Alice,48,Chicago,34547
86295,Alice,20,Los Angeles,32151
86296,Bob,30,Houston,83406
86297,Bob,38,New York,68409
86298,David,20,Los Angeles,40544
86299,Charlie,43,Houston,69875
86300,Alice,59,New York,61515
86301,Charlie,21,New York,48947
86302,Bob,49,Chicago,50844
86303,Alice,37,Los Angeles,43273
86304,David,45,Houston,83004
86305,Alice,31,New York,69237
86306,Charlie,26,Houston,86543
86307,Alice,30,Houston,52976
86308,Charlie,31,Los Angeles,82581
86309,Alice,51,Chicago,89820
86310,Alice,24,New York,86973
86311,David,43,New York,75159
86312,Charlie,39,Los Angeles,31937
86313,Bob,40,New York,80577
86314,Charlie,26,New York,39147
86315,Charlie,23,Houston,84381
86316,David,23,New York,63860
86317,Charlie,46,Chicago,93627
86318,Alice,48,New York,69789
86319,Alice,46,Houston,97457
86320,David,53,Chicago,85307
86321,Alice,31,Los Angeles,78449
86322,Charlie,25,Houston,80177
86323,Alice,55,Los Angeles,54884
86324,Charlie,27,Houston,92242
86325,Alice,48,Los Angeles,72707
86326,Bob,43,Chicago,86996
86327,David,28,Chicago,46059
86328,Alice,34,Chicago,64891
86329,Alice,54,Houston,35712
86330,Alice,45,New York,94788
86331,Alice,49,Los Angeles,40748
86332,Alice,46,Chicago,32677
86333,David,38,New York,40268
86334,Bob,21,New York,83828
86335,David,55,Chicago,66435
86336,Charlie,40,Houston,78225
86337,Bob,52,Los Angeles,36087
86338,David,33,Houston,33226
86339,Bob,40,Chicago,60916
86340,Bob,52,New York,51154
86341,Alice,40,New York,35823
86342,Charlie,20,Los Angeles,56828
86343,Alice,28,New York,95698
86344,Charlie,26,Los Angeles,85348
86345,David,45,Chicago,59842
86346,Charlie,51,Houston,45762
86347,Charlie,52,Houston,37087
86348,Charlie,27,Houston,79784
86349,Charlie,37,Houston,33779
86350,Charlie,41,Houston,40587
86351,Charlie,35,Houston,99304
86352,Alice,38,New York,48470
86353,David,20,New York,51624
86354,David,48,Los Angeles,90594
86355,David,27,Los Angeles,98306
86356,Bob,56,Chicago,87679
86357,Alice,31,Chicago,45118
86358,David,36,Los Angeles,37284
86359,Charlie,52,Chicago,64494
86360,Bob,41,Houston,97506
86361,Bob,48,Los Angeles,49064
86362,David,32,Chicago,69741
86363,Charlie,56,Chicago,98434
86364,Alice,27,Chicago,57199
86365,Charlie,35,New York,50663
86366,David,53,Chicago,60912
86367,Charlie,22,Chicago,76578
86368,Alice,43,New York,60148
86369,David,26,New York,50663
86370,David,45,Chicago,81529
86371,David,24,Los Angeles,39717
86372,Bob,43,Chicago,92069
86373,Alice,39,Houston,79437
86374,David,20,New York,65522
86375,Bob,51,Houston,31703
86376,Charlie,28,New York,46023
86377,David,56,Chicago,86947
86378,Bob,40,Chicago,35572
86379,Alice,44,New York,30746
86380,David,35,New York,66239
86381,Alice,54,Chicago,91410
86382,David,47,Chicago,65562
86383,Alice,25,Chicago,99535
86384,Bob,58,Los Angeles,47189
86385,Bob,35,Chicago,59483
86386,David,47,Houston,58119
86387,Charlie,20,New York,46954
86388,Alice,26,Los Angeles,70534
86389,Bob,39,Los Angeles,60263
86390,Bob,25,Los Angeles,57943
86391,Alice,21,New York,86043
